PE Product No.;Product No.;Description;Category
PE93033204;9303-3204;Twist drill, Ø3.2mm, long;PSA
PE93033207;9303-3207;Pin , φ3.2mm × 70mm;PSA
PE93035329;9303-5329;Screw duiver adaptor, L, T20;PSA
PE94035331-RA;9403-5331-RA;Screw driver adaptor, T20;PSA
PE94035353;9403-5353;Tibial insert screw holder;PSA
PE93045105;9304-5105;Quick pin driver;PSA
PE94031302-RA;9403-1302-RA;"Driver handle, 3/8""";PSA
PE94035104;9403-5104;Tibial insert extractor;PSA
PE94035322;9403-5322;Tibial offset wrench;PSA
PE93015107;9301-5107;Spike retractor;PSA
PE93013207;9301-3207;Spike, short;PSA
PE94035320;9403-5320;Tibial offset fixture;PSA
PE94035340;9403-5340;Stem impactor;PSA
PE93035002;9303-5002;Pin extractor;PSA
PE93035119-RD;9303-5119-RD;Universal impactor;PSA
PE94035101-RC;9403-5101-RC;Tibial baseplate driver;PSA
PE94035102-RF;9403-5102-RF;Tibial baseplate impactor;PSA
PE93035311;9303-5311;Sliding hammer;PSA
PE93035126;9303-5126;Valgus adaptor remover;PSA
PE93037311-RB;9303-7311-RB;Femoral sizing template, #1;PSA
PE93037312-RB;9303-7312-RB;Femoral sizing template, #2;PSA
PE93037313-RB;9303-7313-RB;Femoral sizing template, #3;PSA
PE93037314-RB;9303-7314-RB;Femoral sizing template, #4;PSA
PE93037315-RB;9303-7315-RB;Femoral sizing template, #5;PSA
PE93037316-RB;9303-7316-RB;Femoral sizing template, #6;PSA
PE93032707;9303-2707;Distal femoral alignment guide;PSA
PE93032706;9303-2706;Femoral IM alignment guide;PSA
PE93012282;9301-2282;Extramedullary alignment tower;PSA
PE93032708-RB;9303-2708-RB;Distal femoral resection guide;PSA
PE93032701;9303-2701;Distal femoral plate, S;PSA
PE93032703;9303-2703;Distal femoral plate, M;PSA
PE93032705;9303-2705;Distal femoral plate, L;PSA
PE93047000;9304-7000;Resection check blade;PSA
PE93033210;9303-3210;Femoral IM rod, 9×400mm;PSA
PE94032202;9403-2202;Alignment rod;PSA
PE93035333-RB;9303-5333-RB;Femoral valgus adaptor, left;PSA
PE93035334-RB;9303-5334-RB;Femoral valgus adapter, right;PSA
PE93035315;9303-5315;Femoral rotation guide;PSA
PE93035202;9303-5202;Femoral distal spacer, 2mm;PSA
PE93035204;9303-5204;Femoral distal spacer, 4mm;PSA
PE93035206;9303-5206;Femoral distal spacer, 6mm;PSA
PE93035208;9303-5208;Femoral distal spacer, 8mm;PSA
PE93038075;9303-8075;U2 PSA Knee Case #5;PSA
PE21036110;2103-6110;Femoral trial, PSA, #1, left;PSA
PE21036120;2103-6120;Femoral trial, PSA, #2, left;PSA
PE21036130;2103-6130;Femoral trial, PSA, #3, left;PSA
PE21036140;2103-6140;Femoral trial, PSA, #4, left;PSA
PE21036150;2103-6150;Femoral trial, PSA, #5, left;PSA
PE21036160;2103-6160;Femoral trial, PSA, #6, left;PSA
PE21036210;2103-6210;Femoral trial, PSA, #1, right;PSA
PE21036220;2103-6220;Femoral trial, PSA, #2, right;PSA
PE21036230;2103-6230;Femoral trial, PSA, #3, right;PSA
PE21036240;2103-6240;Femoral trial, PSA, #4, right;PSA
PE21036250;2103-6250;Femoral trial, PSA, #5, right;PSA
PE21036260;2103-6260;Femoral trial, PSA, #6, right;PSA
PE93155110;9315-5110;Femoral driver;PSA
PE93035103-RB;9303-5103-RB;Femoral impactor;PSA
PE93038079;9303-8079;U2 Knee Femoral Offset Case;PSA
PE93035310;9303-5310;Femoral neutral bushing;PSA
PE93035312;9303-5312;Femoral offset bushing, 2mm;PSA
PE93035314;9303-5314;Femoral offset bushing, 4mm;PSA
PE93035316;9303-5316;Femoral offset drill guide;PSA
PE93035125;9303-5125;PS Notch punch;PSA
PE93032738-RA;9303-2738-RA;Box cutting plate;PSA
PE93032731-RA;9303-2731-RA;PSA Femoral resection guide, #1;PSA
PE93032732-RA;9303-2732-RA;PSA Femoral resection guide, #2;PSA
PE93032733-RA;9303-2733-RA;PSA Femoral resection guide, #3;PSA
PE93032734-RA;9303-2734-RA;PSA Femoral resection guide, #4;PSA
PE93032735-RA;9303-2735-RA;PSA Femoral resection guide, #5;PSA
PE93032736-RA;9303-2736-RA;PSA Femoral resection guide, #6;PSA
PE93035311-RA;9303-5311-RA;Femoral offset adaptor;PSA
PE93035402;9303-5402;Distal spacer, 2mm;PSA
PE93035404;9303-5404;Distal spacer, 4mm;PSA
PE93035406;9303-5406;Distal spacer, 6mm;PSA
PE93035408;9303-5408;Distal spacer, 8mm;PSA
PE21042110;2104-2110;Femoral trial set, #1, left;MDT
PE21042115;2104-2115;Femoral trial set, #1.5, left;MDT
PE21042120;2104-2120;Femoral trial set, #2, left;MDT
PE21042125;2104-2125;Femoral trial set, #2.5, left;MDT
PE21042130;2104-2130;Femoral trial set, #3, left;MDT
PE21042135;2104-2135;Femoral trial set, #3.5, left;MDT
PE21042140;2104-2140;Femoral trial set, #4, left;MDT
PE21042145;2104-2145;Femoral trial set, #4.5, left;MDT
PE21042150;2104-2150;Femoral trial set, #5, left;MDT
PE21042155;2104-2155;Femoral trial set, #5.5, left;MDT
PE21042160;2104-2160;Femoral trial set, #6, left;MDT
PE21042165;2104-2165;Femoral trial set, #6.5, left;MDT
PE21042170;2104-2170;Femoral trial set, #7, left;MDT
PE21042210;2104-2210;Femoral trial set, #1, right;MDT
PE21042215;2104-2215;Femoral trial set, #1.5, right;MDT
PE21042220;2104-2220;Femoral trial set, #2, right;MDT
PE21042225;2104-2225;Femoral trial set, #2.5, right;MDT
PE21042230;2104-2230;Femoral trial set, #3, right;MDT
PE21042235;2104-2235;Femoral trial set, #3.5, right;MDT
PE21042240;2104-2240;Femoral trial set, #4, right;MDT
PE21042245;2104-2245;Femoral trial set, #4.5, right;MDT
PE21042250;2104-2250;Femoral trial set, #5, right;MDT
PE21042255;2104-2255;Femoral trial set, #5.5, right;MDT
PE21042260;2104-2260;Femoral trial set, #6, right;MDT
PE21042265;2104-2265;Femoral trial set, #6.5, right;MDT
PE21042270;2104-2270;Femoral trial set, #7, right;MDT
PE22044000;2204-4000;Tibial trial set, #0;MDT
PE22044010;2204-4010;Tibial trial set, #1;MDT
PE22044020;2204-4020;Tibial trial set, #2;MDT
PE22044030;2204-4030;Tibial trial set, #3;MDT
PE22044040;2204-4040;Tibial trial set, #4;MDT
PE22044050;2204-4050;Tibial trial set, #5;MDT
PE22044060;2204-4060;Tibial trial set, #6;MDT
PE22044070;2204-4070;Tibial trial set, #7;MDT
PE23042400;2304-2400;Tibial trial set, UC, #0;MDT
PE23042410;2304-2410;Tibial trial set, UC, #1;MDT
PE23042420;2304-2420;Tibial trial set, UC, #2;MDT
PE23042430;2304-2430;Tibial trial set, UC, #3;MDT
PE23042440;2304-2440;Tibial trial set, UC, #4;MDT
PE23042450;2304-2450;Tibial trial set, UC, #5;MDT
PE23042460;2304-2460;Tibial trial set, UC, #6;MDT
PE23042470;2304-2470;Tibial trial set, UC, #7;MDT
PE24042010;2404-2010;Patellar trial set, in set;MDT
PE24042000;2404-2000;Patellar trial set, on set, 3 pegs;MDT
PE990108012-2-RB;9901-08012-2-RB;Lid assembly;Accessories
PE93038027-2;9303-8027-2;Inner tray, femoral trial;Accessories
PE93038029-2;9303-8029-2;Inner tray, tibial insert trial;Accessories
PE93038020-1-3;9303-8020-1-3;Upper insert, U2 KNEE case #2;Accessories
PE93038030-1-2-RA;9303-8030-1-2-RA;Lower insert, U2 KNEE case #3;Accessories
PE93038030-1-3-RA;9303-8030-1-3-RA;Upper insert, U2 KNEE case #3;Accessories
PE93038030-1-4-RA;9303-8030-1-4-RA;Block and lid assembly, U2 KNEE case #3;Accessories
PE93038030-1-4-RB;9303-8030-1-4-RB;Block and lid assembly, U2 KNEE case #3;Accessories
PE93038040-1-2-RA;9303-8040-1-2-RA;Lower insert, U2 KNEE case #4;Accessories
PE93038040-1-3-RA;9303-8040-1-3-RA;Upper insert, U2 knee case #4;Accessories
PE93038029-2;9303-8029-2;Inner tray, tibial insert trial;Accessories
